sentence,argument_head,predicate_head,role,label
"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than what I paid to have the original return prepared .",20,22,AGENT,0
"I expected to pay for this service , but imagine my surprise when I received a bill for MORE than what I paid to have the original return prepared .",21,22,AGENT,1
He said yes .,0,1,AGENT,1
"In the words of my new accountant , THEY LET ME DOWN !",2,9,AGENT,0
"In the words of my new accountant , THEY LET ME DOWN !",8,9,AGENT,1
"In the words of my new accountant , THEY LET ME DOWN !",10,9,AGENT,0
I bought about half of the furniture I own from this place .,0,1,AGENT,1
I bought about half of the furniture I own from this place .,3,1,AGENT,1
I bought about half of the furniture I own from this place .,11,1,AGENT,0
I bought about half of the furniture I own from this place .,7,8,AGENT,1
I waited .,0,1,AGENT,1
He kept saying different arrival / delivery dates and did n't seem terribly apologetic .,0,1,AGENT,1
"Point is : You might be able to get a good deal on some nice furniture -- which I did -- but they 're not very communicative and god forbid something goes wrong , you 'll have to fight to get it resolved .",0,1,AGENT,0
"Point is : You might be able to get a good deal on some nice furniture -- which I did -- but they 're not very communicative and god forbid something goes wrong , you 'll have to fight to get it resolved .",28,29,AGENT,0
"On August 21st , 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it .",1,6,AGENT,0
"On August 21st , 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it .",5,6,AGENT,1
"On August 21st , 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it .",7,6,AGENT,0
"On August 21st , 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it .",11,6,AGENT,0
"On August 21st , 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it .",15,17,AGENT,1
"On August 21st , 2009 I ordered furniture from Hickory Furniture Mart and contracted for HDS to deliver it .",18,17,AGENT,1
After seventeen days the delivery van showed up at my home minus two pieces .,2,6,AGENT,0
After seventeen days the delivery van showed up at my home minus two pieces .,5,6,AGENT,0
After seventeen days the delivery van showed up at my home minus two pieces .,10,6,AGENT,0
After seventeen days the delivery van showed up at my home minus two pieces .,13,6,AGENT,0
"I spent $ 2300 on the bedroom suite , which was complete and excellent condition on the showroom floor .",0,1,AGENT,1
"I spent $ 2300 on the bedroom suite , which was complete and excellent condition on the showroom floor .",2,1,AGENT,1
"I spent $ 2300 on the bedroom suite , which was complete and excellent condition on the showroom floor .",7,1,AGENT,0
I hope the owners and employees of this store have broken bedroom suites in their homes and furniture sitting in someone 's warehouse .,0,1,AGENT,1
I had to cancel my initial lesson 4 times and on the 5th attempt the management was quick enough to associate my cancellations with my fear and finally encouraged me into taking my initial lesson .,0,1,AGENT,1
I had to cancel my initial lesson 4 times and on the 5th attempt the management was quick enough to associate my cancellations with my fear and finally encouraged me into taking my initial lesson .,6,3,AGENT,0
I had to cancel my initial lesson 4 times and on the 5th attempt the management was quick enough to associate my cancellations with my fear and finally encouraged me into taking my initial lesson .,22,20,AGENT,0
I had to cancel my initial lesson 4 times and on the 5th attempt the management was quick enough to associate my cancellations with my fear and finally encouraged me into taking my initial lesson .,29,28,AGENT,1
"Five minutes before my initial lesson , I got a call from Gerry advising me of his arrival and to come down as soon as I was ready .",5,8,AGENT,0
"Five minutes before my initial lesson , I got a call from Gerry advising me of his arrival and to come down as soon as I was ready .",7,8,AGENT,1
"Five minutes before my initial lesson , I got a call from Gerry advising me of his arrival and to come down as soon as I was ready .",10,8,AGENT,0
"Five minutes before my initial lesson , I got a call from Gerry advising me of his arrival and to come down as soon as I was ready .",14,13,AGENT,1
I trust you and believe that you 'll be able to handle this and all you have to do is to reciprocate !,0,1,AGENT,1
I trust you and believe that you 'll be able to handle this and all you have to do is to reciprocate !,2,1,AGENT,1
I trust you and believe that you 'll be able to handle this and all you have to do is to reciprocate !,12,11,AGENT,0
They have the best Egg Drop Soup I have ever tasted .,0,1,AGENT,1
They have the best Egg Drop Soup I have ever tasted .,6,1,AGENT,0
They have the best Egg Drop Soup I have ever tasted .,7,10,AGENT,1
"I had a surgery date of July 17 , 2008 .",0,1,AGENT,1
"I had a surgery date of July 17 , 2008 .",4,1,AGENT,0
"Even my PA i went to the other day said "" it must by comforting to have gone to a heart surgeon like him who will do nothing for you "" .",2,9,AGENT,1
"You say you work a lot , and that you have a young dog ; so I have little doubt that your dog is just filled with energy to burn ; and it is good of you to look for a place to take him .",0,1,AGENT,1
"You say you work a lot , and that you have a young dog ; so I have little doubt that your dog is just filled with energy to burn ; and it is good of you to look for a place to take him .",22,25,AGENT,1
"They say no , Warwick in New Jersey , Call New Jersey .",0,1,AGENT,1
"I laugh and say , no , that Warwick is in New York , but I 'm at the Radison - Warwick .",0,1,AGENT,1
"and I said , YES , CENTER CITY PHILLY , and he says , NO , Warwick is a township , If you 're at a Radison in Warwick that s too far , try dominos in Pottstown .",1,2,AGENT,1
"I say , NO , I am at the RADISON WARWICK HOTEL in Rittenhouse Square .",0,1,AGENT,1
"He says : I not know that town , I have to get to work , I 'm in PHILLY .",0,1,AGENT,1
"He says , I have to have an exact ADDRESS .",0,1,AGENT,1
"OK , 1701 LOCUST STREET i say .",5,6,AGENT,1
"Yes , I say .",2,3,AGENT,1
"She says , Is that 17th like over past broad .",0,1,AGENT,1
"Anyway , after much yelling and cussing I hung up , grabbed a cab , and went to Geno 's .",4,8,AGENT,0
"Anyway , after much yelling and cussing I hung up , grabbed a cab , and went to Geno 's .",7,8,AGENT,1
"Anyway , after much yelling and cussing I hung up , grabbed a cab , and went to Geno 's .",13,11,AGENT,0
Within a week we noticed one of the boards on our gate splitting where a nail had gone in .,2,4,AGENT,0
Within a week we noticed one of the boards on our gate splitting where a nail had gone in .,3,4,AGENT,1
Within a week we noticed one of the boards on our gate splitting where a nail had gone in .,5,4,AGENT,1
We called our representative who assured me he would call the office and have it taken care of .,0,1,AGENT,1
We called our representative who assured me he would call the office and have it taken care of .,3,1,AGENT,1
We called our representative who assured me he would call the office and have it taken care of .,3,5,AGENT,1
We called our representative who assured me he would call the office and have it taken care of .,6,5,AGENT,1
We heard nothing .,0,1,AGENT,1
We heard nothing .,2,1,AGENT,1
YOU GET WHAT YOU PAY FOR !!!,0,1,AGENT,1
YOU GET WHAT YOU PAY FOR !!!,2,1,AGENT,0
YOU GET WHAT YOU PAY FOR !!!,3,4,AGENT,1
"I called the "" 207 "" number and listened to the same recording loop 3 times before I gave up .",0,1,AGENT,1
"I called the "" 207 "" number and listened to the same recording loop 3 times before I gave up .",6,1,AGENT,0
"They had a room with a $ 99 rate , which I booked .",0,1,AGENT,1
"They had a room with a $ 99 rate , which I booked .",3,1,AGENT,0
"They had a room with a $ 99 rate , which I booked .",3,12,AGENT,0
"They had a room with a $ 99 rate , which I booked .",11,12,AGENT,1
"We returned after 3 PM , found no one there , and a note from the innkeeper with directions to our room .",0,1,AGENT,1
"We returned after 3 PM , found no one there , and a note from the innkeeper with directions to our room .",4,1,AGENT,0
